employee_id,department,region,education,gender,recruitment_channel,no_of_trainings,age,previous_year_rating,length_of_service,awards_won,avg_training_score,is_promoted,has_prior_rating,previous_year_rating_display,training_bucket
18204,R&D,region_29,Bachelor's,m,other,2,29,5.0,3,0,89.0,0,1,5.0,80+
72631,Operations,region_22,Bachelor's,f,referred,1,32,5.0,9,1,60.0,0,1,5.0,50-59
64439,HR,region_2,Unknown,f,other,1,43,4.0,9,0,52.0,0,1,4.0,50-59
54500,Finance,region_2,Bachelor's,m,other,1,30,4.0,2,0,60.0,0,1,4.0,50-59
30117,Procurement,region_2,Master's & above,m,other,1,56,3.0,29,0,90.0,1,1,3.0,80+
1151,HR,region_2,Bachelor's,m,other,1,25,5.0,4,0,53.0,0,1,5.0,50-59
12107,Procurement,region_22,Master's & above,f,sourcing,1,35,1.0,3,0,67.0,0,1,1.0,60-69
59075,HR,region_29,Bachelor's,m,other,1,34,5.0,3,0,46.0,0,1,5.0,<50
26727,Technology,region_2,Below Secondary,f,referred,1,24,3.0,2,0,78.0,0,1,3.0,70-79
77289,Sales & Marketing,region_22,Master's & above,m,other,2,31,3.0,6,0,42.0,0,1,3.0,<50
2165,Operations,region_22,Master's & above,m,other,1,44,2.0,6,0,59.0,0,1,2.0,50-59
58245,Sales & Marketing,region_25,Bachelor's,m,sourcing,1,30,5.0,3,0,49.0,0,1,5.0,<50
48438,HR,region_13,Bachelor's,m,sourcing,1,27,1.0,1,0,47.0,0,1,1.0,<50
58125,Sales & Marketing,region_2,Master's & above,m,other,1,45,5.0,17,0,46.0,0,1,5.0,<50
17962,Sales & Marketing,region_22,Bachelor's,m,other,5,33,3.0,4,0,48.0,0,1,3.0,<50
74893,Operations,region_2,Bachelor's,f,sourcing,1,41,3.0,10,0,56.0,0,1,3.0,50-59
58020,Procurement,region_2,Bachelor's,m,other,6,50,3.0,6,0,74.0,0,1,3.0,70-79
53547,Procurement,region_7,Master's & above,m,sourcing,1,41,4.0,11,0,71.0,1,1,4.0,70-79
50612,Sales & Marketing,region_2,Bachelor's,m,other,3,36,3.0,3,1,50.0,0,1,3.0,<50
70829,Analytics,region_1,Bachelor's,m,other,1,29,4.0,2,0,84.0,0,1,4.0,80+
74540,Analytics,region_22,Bachelor's,m,other,1,35,3.0,9,0,84.0,0,1,3.0,80+
6006,Sales & Marketing,region_24,Bachelor's,m,sourcing,1,37,3.0,2,0,48.0,0,1,3.0,<50
71185,Operations,region_22,Master's & above,m,other,1,32,5.0,2,0,64.0,0,1,5.0,60-69
27121,Sales & Marketing,region_2,Unknown,m,sourcing,1,45,4.0,6,0,50.0,0,1,4.0,<50
41957,Sales & Marketing,region_15,Master's & above,m,other,1,28,3.0,4,0,46.0,0,1,3.0,<50
57774,Sales & Marketing,region_4,Master's & above,m,other,1,37,4.0,9,0,49.0,0,1,4.0,<50
16277,Technology,region_2,Bachelor's,m,sourcing,1,44,4.0,4,0,76.0,0,1,4.0,70-79
6627,Operations,region_22,Bachelor's,m,referred,1,39,5.0,10,0,62.0,0,1,5.0,60-69
23260,Sales & Marketing,region_17,Bachelor's,m,other,1,38,1.0,7,0,50.0,0,1,1.0,<50
23474,Technology,region_16,Bachelor's,f,sourcing,2,27,4.0,5,0,81.0,1,1,4.0,80+
26253,Procurement,region_31,Bachelor's,f,other,1,30,3.0,2,0,71.0,0,1,3.0,70-79
10569,Operations,region_17,Master's & above,f,other,1,38,4.0,6,0,58.0,0,1,4.0,50-59
13432,Procurement,region_2,Bachelor's,f,other,1,46,5.0,14,0,71.0,0,1,5.0,70-79
11119,Operations,region_31,Master's & above,m,other,2,46,3.0,2,0,60.0,0,1,3.0,50-59
69260,Sales & Marketing,region_5,Bachelor's,f,other,1,25,3.0,2,0,51.0,0,1,3.0,50-59
20195,Operations,region_21,Bachelor's,m,sourcing,1,30,3.0,3,0,63.0,0,1,3.0,60-69
39539,Analytics,region_32,Unknown,m,sourcing,1,24,4.0,2,0,82.0,0,1,4.0,80+
52063,Operations,region_8,Bachelor's,m,other,1,25,,1,0,57.0,0,0,,50-59
7231,Sales & Marketing,region_31,Bachelor's,m,sourcing,1,28,,1,0,49.0,0,0,,<50
54839,Procurement,region_10,Bachelor's,m,other,1,25,3.0,3,0,72.0,0,1,3.0,70-79
47542,Sales & Marketing,region_15,Bachelor's,m,other,1,26,,1,0,53.0,0,0,,50-59
43714,Procurement,region_27,Bachelor's,m,other,1,28,4.0,5,0,68.0,0,1,4.0,60-69
44390,Sales & Marketing,region_1,Master's & above,f,other,2,32,1.0,8,0,51.0,0,1,1.0,50-59
4967,Procurement,region_17,Bachelor's,f,sourcing,1,53,3.0,17,0,74.0,0,1,3.0,70-79
60150,Sales & Marketing,region_2,Bachelor's,m,referred,1,30,3.0,5,0,48.0,0,1,3.0,<50
73899,Operations,region_2,Bachelor's,m,sourcing,1,23,3.0,2,0,64.0,0,1,3.0,60-69
65501,Operations,region_31,Master's & above,m,other,1,38,4.0,10,0,64.0,0,1,4.0,60-69
11212,Procurement,region_26,Bachelor's,m,other,1,43,2.0,7,0,72.0,0,1,2.0,70-79
17045,Operations,region_2,Master's & above,m,other,2,38,3.0,11,0,62.0,0,1,3.0,60-69
77719,Operations,region_22,Bachelor's,f,other,1,25,,1,0,57.0,0,0,,50-59
7358,Technology,region_2,Bachelor's,m,referred,1,31,3.0,2,0,91.0,1,1,3.0,80+
75242,Operations,region_23,Bachelor's,m,sourcing,2,38,5.0,9,0,59.0,0,1,5.0,50-59
67774,Analytics,region_31,Bachelor's,m,sourcing,1,35,4.0,4,0,80.0,0,1,4.0,70-79
74175,Sales & Marketing,region_31,Master's & above,m,other,1,37,3.0,4,0,49.0,0,1,3.0,<50
54300,Procurement,region_23,Master's & above,m,other,1,35,5.0,3,0,71.0,1,1,5.0,70-79
27787,Sales & Marketing,region_31,Bachelor's,m,sourcing,1,35,5.0,8,0,46.0,0,1,5.0,<50
44680,Technology,region_25,Master's & above,m,other,2,36,2.0,9,0,85.0,0,1,2.0,80+
20111,Procurement,region_2,Master's & above,m,sourcing,1,31,5.0,6,0,71.0,0,1,5.0,70-79
48886,Sales & Marketing,region_6,Bachelor's,f,other,2,31,3.0,6,0,48.0,0,1,3.0,<50
76653,Procurement,region_26,Below Secondary,m,sourcing,1,25,5.0,2,0,74.0,1,1,5.0,70-79
26077,Analytics,region_2,Bachelor's,m,other,2,27,5.0,3,0,88.0,0,1,5.0,80+
27839,Operations,region_26,Bachelor's,f,other,1,25,3.0,3,0,60.0,0,1,3.0,50-59
61972,Technology,region_7,Bachelor's,m,other,1,42,4.0,3,0,77.0,0,1,4.0,70-79
56707,Analytics,region_32,Bachelor's,m,other,1,28,5.0,2,0,81.0,0,1,5.0,80+
50350,Operations,region_7,Master's & above,f,other,1,31,2.0,5,0,63.0,0,1,2.0,60-69
45153,Procurement,region_11,Bachelor's,m,sourcing,2,31,3.0,4,0,70.0,0,1,3.0,60-69
62672,Technology,region_2,Master's & above,m,sourcing,1,35,3.0,6,0,79.0,0,1,3.0,70-79
29258,Operations,region_31,Bachelor's,f,other,1,25,4.0,2,0,63.0,0,1,4.0,60-69
53885,Procurement,region_22,Master's & above,m,sourcing,1,43,1.0,14,0,68.0,0,1,1.0,60-69
14183,Analytics,region_6,Bachelor's,m,sourcing,1,28,3.0,4,0,88.0,0,1,3.0,80+
75896,HR,region_2,Bachelor's,m,other,1,32,1.0,6,0,51.0,0,1,1.0,50-59
21097,Operations,region_22,Bachelor's,m,referred,1,30,4.0,2,0,64.0,0,1,4.0,60-69
67493,HR,region_23,Bachelor's,m,other,1,28,5.0,4,0,49.0,0,1,5.0,<50
39496,Sales & Marketing,region_27,Bachelor's,m,sourcing,1,30,3.0,4,0,50.0,0,1,3.0,<50
70017,Sales & Marketing,region_4,Master's & above,m,other,1,41,3.0,3,0,46.0,0,1,3.0,<50
18362,Sales & Marketing,region_2,Bachelor's,m,sourcing,1,35,5.0,8,0,50.0,0,1,5.0,<50
47844,Operations,region_2,Bachelor's,m,sourcing,1,56,3.0,2,0,62.0,0,1,3.0,60-69
12266,Operations,region_32,Bachelor's,f,sourcing,1,32,2.0,3,0,62.0,0,1,2.0,60-69
57693,Finance,region_7,Master's & above,m,sourcing,1,36,3.0,9,0,55.0,0,1,3.0,50-59
14231,Analytics,region_26,Bachelor's,m,sourcing,1,29,1.0,5,0,86.0,0,1,1.0,80+
5070,Technology,region_26,Master's & above,m,sourcing,1,57,3.0,4,0,81.0,0,1,3.0,80+
19226,Operations,region_2,Bachelor's,m,other,1,49,4.0,2,0,59.0,0,1,4.0,50-59
1452,Operations,region_23,Bachelor's,f,sourcing,1,35,5.0,8,0,59.0,0,1,5.0,50-59
38152,Procurement,region_2,Bachelor's,f,sourcing,1,26,5.0,4,0,70.0,1,1,5.0,60-69
21327,Sales & Marketing,region_2,Master's & above,m,sourcing,1,53,2.0,21,0,48.0,0,1,2.0,<50
52850,Operations,region_17,Bachelor's,m,other,1,26,5.0,2,0,72.0,1,1,5.0,70-79
1343,Sales & Marketing,region_13,Master's & above,m,other,1,31,4.0,6,0,52.0,0,1,4.0,50-59
78064,Sales & Marketing,region_22,Bachelor's,m,other,2,29,3.0,6,0,46.0,0,1,3.0,<50
19175,Finance,region_2,Bachelor's,m,other,1,25,3.0,3,0,62.0,0,1,3.0,60-69
55453,Procurement,region_15,Bachelor's,f,sourcing,1,33,3.0,5,0,67.0,0,1,3.0,60-69
33821,Technology,region_7,Bachelor's,f,other,3,40,5.0,13,0,84.0,0,1,5.0,80+
65874,Sales & Marketing,region_15,Bachelor's,m,sourcing,2,30,3.0,5,0,51.0,1,1,3.0,50-59
36107,Sales & Marketing,region_13,Master's & above,m,other,1,36,3.0,10,0,42.0,0,1,3.0,<50
28885,Operations,region_19,Bachelor's,m,other,1,37,3.0,2,0,60.0,0,1,3.0,50-59
43910,Sales & Marketing,region_16,Bachelor's,f,other,1,32,5.0,9,0,50.0,0,1,5.0,<50
9408,Analytics,region_22,Unknown,m,other,2,27,3.0,6,0,85.0,0,1,3.0,80+
73048,Procurement,region_32,Bachelor's,m,other,1,31,3.0,7,0,68.0,0,1,3.0,60-69
27818,Procurement,region_2,Master's & above,m,other,3,54,3.0,9,0,74.0,0,1,3.0,70-79
47321,Operations,region_2,Bachelor's,f,other,1,47,4.0,4,0,58.0,0,1,4.0,50-59
25452,Analytics,region_28,Bachelor's,m,other,1,29,5.0,5,0,87.0,0,1,5.0,80+
51945,Sales & Marketing,region_2,Master's & above,f,sourcing,1,43,3.0,3,0,51.0,0,1,3.0,50-59
19689,Operations,region_8,Bachelor's,f,other,1,26,5.0,3,0,60.0,0,1,5.0,50-59
1318,Sales & Marketing,region_29,Master's & above,m,other,1,34,4.0,6,0,49.0,0,1,4.0,<50
32475,Sales & Marketing,region_29,Bachelor's,m,other,3,26,1.0,2,0,50.0,0,1,1.0,<50
21108,Operations,region_13,Bachelor's,f,other,2,38,4.0,11,0,60.0,1,1,4.0,50-59
58202,Procurement,region_2,Bachelor's,m,sourcing,4,47,3.0,3,0,67.0,0,1,3.0,60-69
26959,Operations,region_2,Bachelor's,m,other,1,58,3.0,2,0,62.0,0,1,3.0,60-69
32618,Operations,region_29,Bachelor's,m,other,1,28,,1,0,60.0,0,0,,50-59
9458,Procurement,region_21,Master's & above,f,sourcing,1,39,3.0,7,0,66.0,0,1,3.0,60-69
52571,Sales & Marketing,region_7,Bachelor's,m,sourcing,2,31,,1,0,51.0,0,0,,50-59
47076,Sales & Marketing,region_13,Bachelor's,m,other,1,48,3.0,5,0,54.0,0,1,3.0,50-59
52056,Sales & Marketing,region_13,Bachelor's,m,sourcing,1,26,,1,0,50.0,0,0,,<50
61599,Sales & Marketing,region_32,Bachelor's,f,sourcing,1,29,4.0,2,0,49.0,0,1,4.0,<50
45714,Procurement,region_22,Bachelor's,f,sourcing,1,29,4.0,1,0,71.0,0,1,4.0,70-79
54663,Sales & Marketing,region_6,Bachelor's,m,other,1,37,4.0,5,0,49.0,0,1,4.0,<50
65419,Sales & Marketing,region_26,Bachelor's,m,sourcing,1,27,,1,0,53.0,0,0,,50-59
43478,Analytics,region_26,Unknown,m,other,1,28,,1,0,81.0,0,0,,80+
67008,Technology,region_7,Bachelor's,m,other,1,27,4.0,3,0,81.0,0,1,4.0,80+
28536,Sales & Marketing,region_1,Bachelor's,m,sourcing,1,32,3.0,6,0,51.0,0,1,3.0,50-59
52505,HR,region_7,Bachelor's,m,other,1,32,5.0,5,0,50.0,0,1,5.0,<50
20799,Analytics,region_22,Bachelor's,m,other,1,31,1.0,4,0,83.0,0,1,1.0,80+
23168,Procurement,region_2,Master's & above,f,other,1,58,3.0,3,0,62.0,0,1,3.0,60-69
61973,Sales & Marketing,region_23,Bachelor's,m,other,1,30,5.0,3,0,47.0,0,1,5.0,<50
56737,Operations,region_31,Bachelor's,f,sourcing,1,38,3.0,5,0,56.0,0,1,3.0,50-59
56465,Technology,region_6,Bachelor's,m,sourcing,1,28,,1,0,80.0,0,0,,70-79
12171,Analytics,region_4,Bachelor's,m,sourcing,1,33,3.0,6,0,82.0,1,1,3.0,80+
55628,Analytics,region_22,Unknown,m,sourcing,2,27,5.0,2,0,83.0,0,1,5.0,80+
76016,Technology,region_15,Master's & above,m,sourcing,1,33,1.0,5,0,80.0,0,1,1.0,70-79
16049,Finance,region_4,Master's & above,m,sourcing,1,40,5.0,2,0,56.0,0,1,5.0,50-59
6698,R&D,region_22,Bachelor's,m,other,4,28,,1,0,88.0,0,0,,80+
8046,Sales & Marketing,region_15,Bachelor's,m,other,1,36,3.0,7,0,47.0,0,1,3.0,<50
70220,Sales & Marketing,region_2,Bachelor's,f,sourcing,1,30,3.0,3,0,51.0,0,1,3.0,50-59
70339,Technology,region_26,Bachelor's,f,other,1,29,2.0,2,0,83.0,0,1,2.0,80+
37073,Technology,region_13,Bachelor's,f,sourcing,1,30,4.0,7,0,80.0,0,1,4.0,70-79
74959,HR,region_15,Bachelor's,m,other,1,32,4.0,10,0,47.0,0,1,4.0,<50
74985,Technology,region_7,Bachelor's,f,other,1,28,5.0,3,0,92.0,1,1,5.0,80+
8292,Procurement,region_2,Bachelor's,f,sourcing,1,37,2.0,7,0,67.0,0,1,2.0,60-69
71826,Analytics,region_28,Bachelor's,m,other,3,28,3.0,3,0,86.0,0,1,3.0,80+
58937,Technology,region_25,Bachelor's,m,sourcing,3,28,,1,0,76.0,0,0,,70-79
50884,R&D,region_22,Master's & above,m,other,1,30,5.0,9,0,87.0,0,1,5.0,80+
63862,Procurement,region_22,Bachelor's,f,sourcing,1,30,1.0,4,0,71.0,0,1,1.0,70-79
26401,Operations,region_29,Bachelor's,m,other,1,30,2.0,6,0,58.0,0,1,2.0,50-59
28294,Finance,region_22,Master's & above,f,other,2,34,5.0,6,0,58.0,0,1,5.0,50-59
52182,Technology,region_2,Below Secondary,m,sourcing,1,22,1.0,2,0,79.0,0,1,1.0,70-79
4447,Technology,region_2,Bachelor's,f,sourcing,1,46,5.0,7,0,78.0,0,1,5.0,70-79
26238,Technology,region_7,Master's & above,m,other,1,39,2.0,7,0,82.0,0,1,2.0,80+
71601,Technology,region_2,Bachelor's,f,sourcing,2,33,5.0,7,0,81.0,0,1,5.0,80+
10393,Operations,region_2,Master's & above,f,other,1,56,4.0,19,0,57.0,0,1,4.0,50-59
21525,Finance,region_2,Bachelor's,f,other,1,24,,1,0,59.0,0,0,,50-59
18495,Sales & Marketing,region_27,Bachelor's,m,other,1,34,5.0,8,0,48.0,0,1,5.0,<50
51163,Sales & Marketing,region_6,Bachelor's,m,sourcing,1,31,1.0,5,0,51.0,0,1,1.0,50-59
21436,Sales & Marketing,region_5,Unknown,m,sourcing,1,23,,1,0,55.0,0,0,,50-59
43979,Technology,region_26,Bachelor's,m,other,1,25,,1,0,78.0,0,0,,70-79
9449,Operations,region_2,Bachelor's,m,sourcing,1,40,3.0,6,0,55.0,0,1,3.0,50-59
603,Operations,region_15,Bachelor's,m,other,1,28,5.0,5,0,62.0,0,1,5.0,60-69
4431,Operations,region_2,Bachelor's,f,other,1,37,5.0,5,0,76.0,1,1,5.0,70-79
11371,Sales & Marketing,region_2,Bachelor's,f,other,1,38,2.0,11,0,51.0,0,1,2.0,50-59
35978,Analytics,region_2,Master's & above,m,sourcing,2,36,3.0,6,0,84.0,0,1,3.0,80+
71455,Procurement,region_5,Master's & above,m,sourcing,1,49,1.0,5,0,72.0,0,1,1.0,70-79
61165,Operations,region_22,Master's & above,m,other,1,33,5.0,4,0,59.0,0,1,5.0,50-59
52971,Operations,region_22,Bachelor's,m,other,1,28,3.0,3,0,89.0,1,1,3.0,80+
24111,Operations,region_15,Bachelor's,f,other,1,37,3.0,8,0,57.0,0,1,3.0,50-59
14405,Procurement,region_7,Bachelor's,m,other,1,27,4.0,3,0,73.0,0,1,4.0,70-79
50462,HR,region_22,Bachelor's,f,other,1,29,5.0,5,0,50.0,0,1,5.0,<50
46065,Analytics,region_22,Bachelor's,m,other,1,27,5.0,2,0,85.0,0,1,5.0,80+
77693,Operations,region_17,Master's & above,f,other,1,35,3.0,9,0,59.0,0,1,3.0,50-59
32773,Sales & Marketing,region_31,Bachelor's,m,sourcing,1,45,4.0,6,0,52.0,0,1,4.0,50-59
25006,HR,region_11,Bachelor's,m,other,1,28,5.0,2,0,50.0,1,1,5.0,<50
39868,Technology,region_2,Bachelor's,m,other,1,60,3.0,21,0,79.0,0,1,3.0,70-79
71677,Technology,region_34,Bachelor's,m,other,3,30,4.0,4,0,79.0,0,1,4.0,70-79
4388,Technology,region_13,Bachelor's,f,other,1,30,3.0,2,0,79.0,0,1,3.0,70-79
39364,Procurement,region_4,Bachelor's,m,other,2,42,3.0,11,0,65.0,0,1,3.0,60-69
167,Technology,region_2,Master's & above,m,sourcing,1,46,3.0,19,0,80.0,0,1,3.0,70-79
69197,Sales & Marketing,region_2,Master's & above,f,sourcing,1,32,5.0,2,0,53.0,0,1,5.0,50-59
5507,Operations,region_4,Master's & above,m,other,1,30,5.0,5,0,57.0,0,1,5.0,50-59
1218,Operations,region_2,Master's & above,f,other,1,47,1.0,18,0,56.0,0,1,1.0,50-59
42282,Operations,region_2,Below Secondary,m,sourcing,1,25,,1,0,59.0,0,0,,50-59
24883,Operations,region_1,Bachelor's,m,sourcing,1,27,3.0,3,0,65.0,1,1,3.0,60-69
30056,Analytics,region_9,Master's & above,m,sourcing,1,29,5.0,3,0,84.0,0,1,5.0,80+
75027,Sales & Marketing,region_2,Unknown,m,other,1,35,1.0,4,0,54.0,0,1,1.0,50-59
9056,R&D,region_8,Bachelor's,m,sourcing,1,29,5.0,3,0,84.0,0,1,5.0,80+
15029,Procurement,region_22,Below Secondary,m,sourcing,3,24,,1,0,67.0,0,0,,60-69
14280,Technology,region_29,Bachelor's,m,other,1,27,2.0,2,0,81.0,0,1,2.0,80+
35709,Procurement,region_27,Master's & above,m,sourcing,1,40,5.0,8,0,74.0,0,1,5.0,70-79
18114,Legal,region_2,Master's & above,m,sourcing,1,43,5.0,2,0,63.0,0,1,5.0,60-69
53908,Sales & Marketing,region_2,Master's & above,m,sourcing,1,43,1.0,15,0,47.0,0,1,1.0,<50
51443,Operations,region_13,Master's & above,m,other,1,50,5.0,8,0,59.0,1,1,5.0,50-59
24913,Sales & Marketing,region_15,Bachelor's,f,sourcing,1,26,4.0,2,0,48.0,0,1,4.0,<50
45953,Analytics,region_20,Bachelor's,m,other,1,30,5.0,4,1,84.0,0,1,5.0,80+
40701,Sales & Marketing,region_22,Bachelor's,m,sourcing,2,35,5.0,8,1,91.0,1,1,5.0,80+
1443,Technology,region_7,Master's & above,m,sourcing,1,37,4.0,9,0,80.0,0,1,4.0,70-79
10612,Operations,region_4,Bachelor's,f,sourcing,1,39,3.0,13,0,63.0,0,1,3.0,60-69
74172,Finance,region_26,Master's & above,m,other,1,35,5.0,10,0,70.0,1,1,5.0,60-69
52664,Sales & Marketing,region_6,Bachelor's,m,other,1,38,1.0,5,0,49.0,0,1,1.0,<50
17902,Operations,region_25,Bachelor's,f,sourcing,1,27,4.0,2,0,55.0,0,1,4.0,50-59
61290,Technology,region_20,Bachelor's,m,sourcing,1,26,3.0,4,0,80.0,0,1,3.0,70-79
74848,Sales & Marketing,region_12,Bachelor's,m,other,1,32,5.0,3,0,48.0,0,1,5.0,<50
61303,Sales & Marketing,region_19,Bachelor's,m,other,1,33,3.0,7,0,55.0,0,1,3.0,50-59
58558,Technology,region_13,Master's & above,f,sourcing,1,38,3.0,12,0,80.0,0,1,3.0,70-79
51885,Analytics,region_32,Bachelor's,m,sourcing,2,26,3.0,4,0,82.0,0,1,3.0,80+
50828,Procurement,region_27,Bachelor's,f,sourcing,1,29,3.0,2,0,72.0,0,1,3.0,70-79
73738,Operations,region_7,Master's & above,f,other,2,41,4.0,16,0,58.0,0,1,4.0,50-59
49206,Analytics,region_22,Bachelor's,m,sourcing,1,30,4.0,4,0,85.0,0,1,4.0,80+
18919,Operations,region_20,Bachelor's,m,sourcing,2,32,5.0,5,0,57.0,0,1,5.0,50-59
31155,Technology,region_22,Bachelor's,f,referred,2,26,,1,0,76.0,0,0,,70-79
37288,Analytics,region_7,Bachelor's,m,sourcing,1,37,3.0,10,0,87.0,0,1,3.0,80+
27882,Operations,region_3,Master's & above,f,sourcing,1,38,4.0,3,0,58.0,0,1,4.0,50-59
20092,Sales & Marketing,region_2,Bachelor's,m,other,2,36,2.0,4,0,52.0,0,1,2.0,50-59
76770,Sales & Marketing,region_2,Bachelor's,m,sourcing,2,32,3.0,7,1,46.0,0,1,3.0,<50
7174,Sales & Marketing,region_16,Bachelor's,m,other,1,51,1.0,7,0,50.0,0,1,1.0,<50
38630,Finance,region_2,Bachelor's,m,other,2,31,1.0,5,0,62.0,0,1,1.0,60-69
12473,Procurement,region_19,Bachelor's,m,sourcing,1,45,5.0,6,0,73.0,0,1,5.0,70-79
65062,Operations,region_22,Bachelor's,f,other,1,34,4.0,7,0,59.0,0,1,4.0,50-59
28321,Analytics,region_2,Master's & above,f,other,1,39,3.0,8,0,79.0,0,1,3.0,70-79
25516,Procurement,region_6,Bachelor's,m,other,1,29,5.0,5,0,68.0,0,1,5.0,60-69
49635,HR,region_2,Master's & above,m,other,1,38,5.0,4,0,43.0,0,1,5.0,<50
74022,HR,region_13,Bachelor's,f,sourcing,1,28,5.0,2,0,53.0,0,1,5.0,50-59
65862,Operations,region_22,Master's & above,m,other,2,34,5.0,8,0,73.0,1,1,5.0,70-79
43506,Operations,region_3,Master's & above,m,other,1,34,5.0,8,0,62.0,1,1,5.0,60-69
36325,Sales & Marketing,region_1,Bachelor's,m,other,1,35,3.0,7,0,53.0,0,1,3.0,50-59
11553,Operations,region_32,Bachelor's,f,other,1,29,3.0,4,0,59.0,0,1,3.0,50-59
61410,Sales & Marketing,region_7,Unknown,m,other,1,28,3.0,2,0,55.0,0,1,3.0,50-59
53806,Procurement,region_2,Below Secondary,f,other,1,23,5.0,2,0,64.0,0,1,5.0,60-69
71341,Operations,region_31,Master's & above,m,sourcing,1,55,5.0,3,0,60.0,0,1,5.0,50-59
2554,Operations,region_2,Bachelor's,f,sourcing,2,34,4.0,8,0,64.0,0,1,4.0,60-69
15867,Technology,region_7,Master's & above,f,other,1,50,5.0,2,1,76.0,0,1,5.0,70-79
61801,Operations,region_22,Bachelor's,m,sourcing,2,34,5.0,3,0,60.0,1,1,5.0,50-59
20808,Procurement,region_5,Master's & above,m,other,1,30,3.0,4,0,66.0,0,1,3.0,60-69
69620,Procurement,region_14,Bachelor's,f,sourcing,1,32,4.0,7,0,66.0,0,1,4.0,60-69
63878,Sales & Marketing,region_7,Bachelor's,m,other,2,36,5.0,12,0,49.0,0,1,5.0,<50
42043,Sales & Marketing,region_7,Bachelor's,m,sourcing,1,36,3.0,3,0,51.0,0,1,3.0,50-59
13395,Technology,region_4,Bachelor's,m,other,1,29,5.0,5,0,77.0,1,1,5.0,70-79
29955,Sales & Marketing,region_13,Unknown,m,sourcing,1,26,2.0,5,0,50.0,0,1,2.0,<50
61339,Sales & Marketing,region_7,Bachelor's,m,other,2,41,5.0,10,0,53.0,0,1,5.0,50-59
78297,Operations,region_13,Bachelor's,f,sourcing,1,34,5.0,7,0,56.0,0,1,5.0,50-59
68963,HR,region_2,Master's & above,m,sourcing,1,54,4.0,14,0,50.0,0,1,4.0,<50
28974,Sales & Marketing,region_22,Master's & above,m,other,2,38,2.0,5,0,51.0,0,1,2.0,50-59
21967,Sales & Marketing,region_2,Bachelor's,m,sourcing,1,57,2.0,5,0,50.0,0,1,2.0,<50
3507,Sales & Marketing,region_7,Bachelor's,m,sourcing,1,44,5.0,5,0,50.0,0,1,5.0,<50
32495,Analytics,region_22,Bachelor's,m,other,1,33,5.0,2,0,83.0,0,1,5.0,80+
7121,Sales & Marketing,region_31,Master's & above,m,other,1,50,1.0,10,0,51.0,0,1,1.0,50-59
70949,Sales & Marketing,region_7,Bachelor's,m,sourcing,1,37,4.0,8,0,46.0,0,1,4.0,<50
3098,Procurement,region_2,Master's & above,f,other,1,45,5.0,8,0,93.0,1,1,5.0,80+
65867,Finance,region_2,Master's & above,f,other,1,54,3.0,19,0,58.0,0,1,3.0,50-59
13054,Operations,region_22,Bachelor's,f,other,1,46,5.0,3,0,56.0,0,1,5.0,50-59
59277,Sales & Marketing,region_16,Unknown,m,other,1,31,1.0,7,0,47.0,0,1,1.0,<50
72578,Procurement,region_2,Master's & above,f,other,1,47,3.0,10,0,69.0,0,1,3.0,60-69
56918,Analytics,region_22,Bachelor's,f,sourcing,1,30,3.0,3,0,84.0,0,1,3.0,80+
40586,Sales & Marketing,region_15,Bachelor's,m,sourcing,1,43,1.0,7,0,51.0,0,1,1.0,50-59
6771,Sales & Marketing,region_22,Bachelor's,f,sourcing,1,25,4.0,3,1,44.0,0,1,4.0,<50
69251,Analytics,region_2,Master's & above,m,sourcing,1,42,5.0,10,0,89.0,0,1,5.0,80+
48372,Sales & Marketing,region_2,Master's & above,m,sourcing,1,34,5.0,5,1,66.0,1,1,5.0,60-69
4709,Sales & Marketing,region_2,Bachelor's,m,sourcing,1,58,3.0,27,0,46.0,0,1,3.0,<50
8803,Procurement,region_2,Bachelor's,f,other,1,35,1.0,3,0,69.0,0,1,1.0,60-69
287,Sales & Marketing,region_22,Unknown,m,sourcing,1,22,,1,0,62.0,1,0,,60-69
28830,Sales & Marketing,region_15,Bachelor's,m,other,1,34,4.0,8,0,51.0,0,1,4.0,50-59
37076,Sales & Marketing,region_22,Master's & above,m,sourcing,1,44,4.0,6,0,48.0,0,1,4.0,<50
14566,Procurement,region_2,Bachelor's,f,sourcing,1,35,1.0,3,0,71.0,0,1,1.0,70-79
26799,Technology,region_2,Master's & above,f,other,1,51,3.0,18,0,81.0,0,1,3.0,80+
18391,Procurement,region_2,Bachelor's,m,sourcing,2,29,4.0,1,0,72.0,0,1,4.0,70-79
44917,Procurement,region_2,Bachelor's,f,sourcing,1,58,5.0,4,0,74.0,0,1,5.0,70-79
3687,HR,region_2,Master's & above,m,other,1,40,3.0,9,0,47.0,0,1,3.0,<50
76105,Technology,region_16,Bachelor's,f,sourcing,1,25,3.0,2,0,76.0,0,1,3.0,70-79
68840,Technology,region_31,Bachelor's,f,other,5,27,3.0,3,0,82.0,0,1,3.0,80+
39600,Operations,region_27,Bachelor's,f,other,1,38,4.0,9,0,58.0,0,1,4.0,50-59
68637,Procurement,region_10,Master's & above,f,sourcing,2,35,1.0,7,0,67.0,0,1,1.0,60-69
30279,Technology,region_28,Bachelor's,m,sourcing,1,27,3.0,4,0,81.0,0,1,3.0,80+
31512,Sales & Marketing,region_30,Bachelor's,m,other,1,34,3.0,6,0,47.0,1,1,3.0,<50
